Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
12/31/13,"1,225.4",894.1,"1,26,529.7",748.7,"1,304.0","1,094.6","75,805.8","7,445.3","1,225.4","2,519.7","4,595.9","1,47,80,145.6","4,500.9","39,591.3","2,58,72,541.5","8,451.6","12,93,628.0",894.1,"40,301.1","1,225.4","12,705.0","7,445.3","1,304.0","1,363.1"
1/31/14,"1,244.8",914.2,"1,29,175.5",755.8,"1,362.5","1,125.4","77,315.8","7,532.7","1,244.8","2,767.8","4,668.5","1,51,33,143.8","4,572.1","40,999.8","2,62,47,644.6","8,664.6","13,27,238.2",914.2,"42,116.0","1,244.8","13,551.4","7,532.7","1,362.5","1,405.6"
2/28/14,"1,301.0",951.9,"1,32,798.8",785.2,"1,437.5","1,162.5","80,958.3","7,911.9","1,301.0","2,869.8","4,879.1","1,54,99,712.6","4,778.5","42,455.2","2,74,46,447.2","9,056.3","13,93,132.1",951.9,"45,973.5","1,301.0","14,247.0","7,911.9","1,437.5","1,449.6"
3/31/14,"1,336.1",966.1,"1,36,737.9",803.8,"1,483.8","1,176.4","81,442.0","8,247.2","1,336.1","2,956.5","5,010.8","1,52,53,877.2","4,907.4","43,267.5","2,81,90,227.9","9,301.0","14,30,480.4",966.1,"48,264.9","1,336.1","14,357.4","8,247.2","1,483.8","1,470.6"
4/30/14,"1,299.0",940.6,"1,33,115.4",775.8,"1,427.6","1,146.8","78,376.9","8,086.1","1,299.0","2,759.9","4,871.7","1,48,48,664.1","4,771.3","41,993.7","2,74,03,618.4","9,072.2","13,55,088.6",940.6,"46,346.7","1,299.0","13,690.8","8,086.1","1,427.6","1,394.8"
5/30/14,"1,287.5",937.6,"1,30,998.2",764.4,"1,402.6","1,144.2","76,425.3","8,031.9","1,287.5","2,691.1","4,828.9","1,48,49,144.1","4,729.1","41,882.0","2,72,00,061.0","9,128.9","13,19,460.7",937.6,"44,845.3","1,287.5","13,405.1","8,031.9","1,402.6","1,383.5"
6/30/14,"1,279.1",940.9,"1,30,539.2",756.5,"1,385.4","1,145.7","76,433.5","7,970.3","1,279.1","2,711.9","4,797.4","1,52,13,636.6","4,698.1","41,583.9","2,71,89,443.6","9,145.7","13,03,388.9",940.9,"43,954.5","1,279.1","13,666.2","7,970.3","1,385.4","1,366.0"
7/31/14,"1,311.0",968.6,"1,33,409.5",768.1,"1,407.3","1,176.9","78,752.5","8,127.2","1,311.0","2,778.3","4,916.6","1,52,87,042.4","4,815.2","42,096.1","2,78,43,120.4","9,373.5","13,37,922.3",968.6,"45,537.8","1,311.0","13,974.5","8,127.2","1,407.3","1,396.5"
8/29/14,"1,296.0",972.7,"1,33,336.1",775.6,"1,415.4","1,178.6","78,909.9","7,976.3","1,296.0","2,797.6","4,860.5","1,51,61,646.1","4,760.2","41,500.7","2,74,83,209.7","9,266.4","13,28,028.1",972.7,"46,883.4","1,296.0","13,811.4","7,976.3","1,415.4","1,391.9"
9/30/14,"1,238.8",960.2,"1,32,851.3",759.8,"1,362.6","1,159.7","75,404.8","7,605.3","1,238.8","2,740.3","4,646.4","1,47,36,588.3","4,550.1","39,883.0","2,62,72,035.2","8,857.6","12,80,960.3",960.2,"47,106.8","1,238.8","13,597.1","7,605.3","1,362.6","1,368.1"
10/31/14,"1,222.5",964.5,"1,32,051.6",760.8,"1,371.2","1,165.0","75,051.9","7,488.6","1,222.5","2,753.0","4,586.2","1,48,42,871.8","4,490.2","39,687.5","2,59,86,368.8","8,740.9","12,97,631.3",964.5,"50,085.9","1,222.5","13,519.3","7,488.6","1,371.2","1,392.8"
11/28/14,"1,176.3",942.6,"1,36,850.8",745.5,"1,331.9","1,133.6","72,587.2","7,206.5","1,176.3","2,627.6","4,413.6","1,43,11,907.4","4,320.6","38,587.3","2,51,02,270.3","8,410.6","12,90,748.2",942.6,"54,414.6","1,176.3","13,040.0","7,206.5","1,331.9","1,361.0"
12/31/14,"1,202.3",973.9,"1,43,427.8",768.4,"1,385.4","1,171.0","75,304.6","7,438.6","1,202.3","2,754.4","4,512.6","1,49,42,202.9","4,416.1","39,573.1","2,56,99,046.6","8,596.4","13,27,239.4",973.9,"68,556.5","1,202.3","13,810.2","7,438.6","1,385.4","1,454.6"
1/30/15,"1,251.9","1,079.0","1,48,031.3",826.8,"1,515.6","1,177.5","77,801.2","7,785.1","1,251.9","2,922.3","4,701.7","1,57,47,957.5","4,598.1","40,985.5","2,67,42,886.3","9,117.3","13,62,280.2","1,079.0","80,712.5","1,251.9","14,464.2","7,785.1","1,515.6","1,550.8"
2/27/15,"1,227.2","1,080.6","1,45,710.2",800.5,"1,534.5","1,147.6","76,152.6","7,672.8","1,227.2","3,024.7","4,604.2","1,56,57,971.7","4,507.5","39,969.3","2,61,77,993.1","9,363.2","13,48,480.1","1,080.6","79,052.8","1,227.2","14,214.4","7,672.8","1,534.5","1,575.1"
3/31/15,"1,178.6","1,089.3","1,41,900.5",788.0,"1,487.0","1,154.4","73,637.5","7,354.1","1,178.6","3,056.4","4,420.5","1,53,99,075.6","4,329.1","38,455.4","2,52,73,922.9","8,993.0","13,11,651.0","1,089.3","70,946.5","1,178.6","14,242.7","7,354.1","1,487.0","1,525.7"
4/30/15,"1,197.9","1,109.1","1,43,229.2",800.6,"1,477.0","1,150.3","75,179.9","7,430.6","1,197.9","3,189.3","4,492.8","1,55,04,232.8","4,400.0","38,991.6","2,58,67,807.6","9,140.1","13,00,474.7","1,109.1","63,058.1","1,197.9","14,386.8","7,430.6","1,477.0","1,546.8"
5/29/15,"1,199.1","1,073.7","1,44,870.0",775.1,"1,460.4","1,116.6","76,494.1","7,438.6","1,199.1","3,167.1","4,496.6","1,57,52,148.6","4,404.2","40,175.7","2,60,79,355.4","9,148.8","13,09,262.4","1,073.7","60,635.6","1,199.1","14,346.8","7,438.6","1,460.4","1,519.2"
6/30/15,"1,181.5","1,053.4","1,46,250.6",759.0,"1,461.3","1,101.8","75,441.4","7,332.2","1,181.5","3,191.0","4,430.8","1,57,21,772.4","4,339.7","39,849.5","2,57,70,489.6","9,014.9","13,14,282.7","1,053.4","64,581.4","1,181.5","14,537.3","7,332.2","1,461.3","1,532.2"
7/31/15,"1,130.0","1,026.9","1,39,326.8",726.3,"1,451.4","1,077.8","71,923.8","7,016.0","1,130.0","3,049.9","4,238.0","1,51,12,957.0","4,150.6","38,786.6","2,46,50,952.2","8,827.9","12,94,692.3","1,026.9","64,946.2","1,130.0","14,069.7","7,016.0","1,451.4","1,524.6"
8/31/15,"1,117.5","1,003.9","1,37,561.9",717.1,"1,468.6","1,082.5","72,670.6","7,083.0","1,117.5","3,186.9","4,191.3","1,53,97,833.7","4,104.5","39,578.1","2,47,58,481.5","8,749.9","13,18,351.8","1,003.9","73,372.1","1,117.5","14,396.2","7,083.0","1,468.6","1,530.7"
9/30/15,"1,124.5","1,002.4","1,35,115.2",733.7,"1,492.1","1,094.1","74,480.3","7,161.8","1,124.5","3,392.9","4,217.5","1,62,05,313.7","4,130.2","40,519.3","2,52,82,983.8","8,805.1","13,33,594.0","1,002.4","75,009.0","1,124.5","15,369.1","7,161.8","1,492.1","1,594.8"
10/30/15,"1,159.3","1,032.1","1,39,142.3",755.7,"1,514.3","1,122.7","75,445.7","7,361.3","1,159.3","3,389.0","4,347.5","1,59,65,319.7","4,257.8","41,384.6","2,59,08,311.6","9,193.6","13,27,612.4","1,032.1","73,160.8","1,159.3","15,626.5","7,361.3","1,514.3","1,608.0"
11/30/15,"1,085.7","1,012.5","1,33,164.8",714.7,"1,441.7","1,096.4","71,858.4","6,917.1","1,085.7","3,122.7","4,072.7","1,48,47,562.5","3,987.7","38,867.7","2,43,48,157.4","8,574.9","12,52,021.1","1,012.5","70,601.0","1,085.7","15,364.6","6,917.1","1,441.7","1,519.7"
12/31/15,"1,068.3",982.0,"1,30,208.7",712.5,"1,462.0","1,063.8","71,185.8","6,888.2","1,068.3","3,123.1","4,008.0","1,48,13,554.4","3,923.6","38,459.9","2,40,41,487.3","8,364.5","12,54,041.5",982.0,"74,552.9","1,068.3","15,986.4","6,888.2","1,462.0","1,474.9"
1/29/16,"1,097.4","1,011.6","1,29,722.9",763.3,"1,561.1","1,107.0","73,942.7","7,213.9","1,097.4","3,304.9","4,117.7","1,52,43,907.9","4,030.6","39,673.8","2,45,87,098.2","8,592.5","13,20,982.0","1,011.6","84,714.4","1,097.4","17,942.0","7,213.9","1,561.1","1,568.4"
2/29/16,"1,199.9","1,081.9","1,37,467.8",839.7,"1,656.4","1,190.6","81,885.8","7,856.1","1,199.9","3,531.8","4,500.3","1,62,07,272.2","4,407.3","42,726.2","2,67,89,749.9","9,395.4","14,60,827.0","1,081.9","92,648.5","1,199.9","18,917.3","7,856.1","1,656.4","1,683.0"
3/31/16,"1,246.3","1,120.5","1,40,689.6",874.7,"1,648.9","1,224.0","83,482.8","8,110.3","1,246.3","3,596.1","4,674.2","1,64,34,523.9","4,577.8","43,901.9","2,77,92,168.4","10,509.9","14,78,528.2","1,120.5","87,497.5","1,246.3","19,171.4","8,110.3","1,648.9","1,662.4"
4/29/16,"1,242.3","1,095.4","1,36,111.6",868.0,"1,593.3","1,197.2","82,588.6","8,047.6","1,242.3","3,520.2","4,658.7","1,63,62,788.4","4,562.8","43,575.9","2,76,99,148.5","11,031.2","14,24,416.2","1,095.4","82,659.6","1,242.3","18,135.8","8,047.6","1,593.3","1,621.6"
5/31/16,"1,259.4","1,114.0","1,37,173.7",867.6,"1,632.6","1,232.3","84,298.9","8,222.7","1,259.4","3,711.6","4,723.4","1,68,93,620.2","4,625.8","44,626.5","2,81,06,009.4","11,183.4","14,77,700.2","1,114.0","83,068.3","1,259.4","19,370.1","8,222.7","1,632.6","1,724.5"
6/30/16,"1,276.4","1,136.5","1,34,360.6",900.1,"1,645.6","1,236.8","85,902.0","8,415.9","1,276.4","3,717.8","4,787.0","1,70,21,990.8","4,688.2","45,049.9","2,85,07,707.8","11,334.4","14,92,031.5","1,136.5","83,006.2","1,276.4","19,205.0","8,415.9","1,645.6","1,724.1"
7/29/16,"1,337.3","1,209.3","1,39,231.4","1,017.7","1,744.0","1,313.8","89,877.3","8,930.7","1,337.3","3,965.7","5,015.9","1,75,44,112.5","4,912.0","46,861.2","2,98,26,101.4","11,875.4","15,26,940.6","1,209.3","86,139.0","1,337.3","19,263.9","8,930.7","1,744.0","1,776.3"
8/31/16,"1,341.1","1,196.4","1,35,684.0","1,023.7","1,742.4","1,301.4","89,730.0","8,915.2","1,341.1","3,969.9","5,029.5","1,76,42,273.2","4,925.9","46,564.5","2,99,07,924.1","11,908.8","14,89,208.1","1,196.4","87,039.4","1,341.1","18,404.6","8,915.2","1,742.4","1,756.8"
9/30/16,"1,326.0","1,182.7","1,35,052.2","1,009.0","1,736.8","1,291.2","88,533.3","8,848.2","1,326.0","3,936.6","4,974.0","1,73,83,691.4","4,870.6","46,054.4","2,95,78,932.9","11,775.1","14,69,783.8","1,182.7","85,411.1","1,326.0","18,619.5","8,848.2","1,736.8","1,747.1"
10/31/16,"1,266.6","1,149.6","1,31,597.3","1,027.5","1,677.0","1,251.1","84,510.0","8,522.2","1,266.6","3,898.4","4,750.9","1,64,88,162.9","4,652.1","44,413.0","2,82,61,576.5","11,247.1","14,26,572.7","1,149.6","79,305.1","1,266.6","17,638.6","8,522.2","1,677.0","1,663.6"
11/30/16,"1,236.0","1,145.8","1,34,025.8",994.3,"1,661.8","1,231.8","83,514.2","8,453.2","1,236.0","4,073.7","4,635.7","1,64,48,377.1","4,539.8","43,668.2","2,77,61,234.0","19,718.5","14,37,096.6","1,145.8","79,738.8","1,236.0","17,260.6","8,453.2","1,661.8","1,642.4"
12/30/16,"1,151.4","1,091.0","1,33,445.3",920.4,"1,532.8","1,173.4","78,132.7","7,964.7","1,151.4","4,025.0","4,319.0","1,54,27,672.5","4,229.0","41,174.3","2,61,51,795.9","21,296.9","13,58,291.5","1,091.0","71,528.0","1,151.4","15,933.1","7,964.7","1,532.8","1,562.4"
1/31/17,"1,192.6","1,121.4","1,36,947.6",965.9,"1,572.7","1,201.5","81,224.6","8,220.5","1,192.6","4,484.2","4,473.0","1,59,34,077.8","4,380.5","42,275.5","2,69,48,229.9","22,296.4","14,05,710.7","1,121.4","71,311.7","1,192.6","16,169.9","8,220.5","1,572.7","1,596.4"
2/28/17,"1,234.4","1,159.6","1,39,441.2",988.3,"1,617.8","1,236.0","82,740.7","8,484.7","1,234.4","4,522.6","4,629.3","1,64,63,344.6","4,533.6","43,216.7","2,80,47,662.7","20,924.5","14,11,229.5","1,159.6","72,110.9","1,234.4","16,280.0","8,484.7","1,617.8","1,610.7"
3/31/17,"1,231.1","1,151.4","1,38,965.8",996.9,"1,648.2","1,232.8","81,075.7","8,490.4","1,231.1","4,516.6","4,616.9","1,64,26,150.3","4,521.6","42,938.9","2,80,60,966.3","21,824.1","13,95,591.4","1,151.4","71,252.4","1,231.1","15,899.5","8,490.4","1,648.2","1,615.4"
4/28/17,"1,265.6","1,180.4","1,39,555.3","1,000.6","1,702.1","1,266.1","81,675.7","8,722.5","1,265.6","4,620.7","4,746.6","1,68,39,451.7","4,648.6","43,629.6","2,87,41,714.2","22,906.4","14,33,982.0","1,180.4","71,586.6","1,265.6","17,033.1","8,722.5","1,702.1","1,681.8"
5/31/17,"1,245.0","1,125.8","1,39,723.8",962.7,"1,693.1","1,227.7","80,241.9","8,575.5","1,245.0","4,438.2","4,669.3","1,65,85,301.7","4,572.9","42,929.4","2,82,75,892.5","22,509.0","14,01,543.3","1,125.8","71,069.6","1,245.0","16,500.4","8,575.5","1,693.1","1,675.0"
6/30/17,"1,260.3","1,121.6","1,39,736.3",983.6,"1,675.9","1,219.6","81,223.0","8,578.9","1,260.3","4,435.4","4,726.6","1,67,69,419.4","4,628.9","42,856.1","2,86,25,165.0","22,818.5","14,25,215.8","1,121.6","73,114.1","1,260.3","16,244.3","8,578.9","1,675.9","1,667.0"
7/31/17,"1,236.2","1,073.1","1,39,004.6",951.4,"1,569.9","1,187.5","79,679.7","8,372.6","1,236.2","4,404.0","4,636.1","1,64,98,615.7","4,540.6","41,708.4","2,81,03,753.5","22,137.9","14,00,565.7","1,073.1","73,853.0","1,236.2","16,262.8","8,372.6","1,569.9","1,585.6"
8/31/17,"1,282.3","1,086.2","1,40,818.2",990.0,"1,617.4","1,238.1","82,041.5","8,556.6","1,282.3","4,497.5","4,809.0","1,71,10,593.5","4,710.0","42,655.7","2,91,47,266.2","22,764.0","14,51,962.7","1,086.2","76,263.7","1,282.3","16,975.7","8,556.6","1,617.4","1,620.6"
9/29/17,"1,315.0","1,103.8","1,45,598.1",987.4,"1,615.3","1,265.5","84,755.7","8,635.6","1,315.0","4,568.1","4,931.5","1,74,95,918.4","4,829.9","43,593.5","2,98,87,654.7","23,210.5","14,89,706.7","1,103.8","75,804.6","1,315.0","17,311.3","8,635.6","1,615.3","1,649.6"
10/31/17,"1,279.5","1,088.4","1,44,452.2",969.6,"1,612.5","1,256.5","83,256.2","8,476.1","1,279.5","4,709.2","4,798.6","1,73,08,279.4","4,699.6","42,531.1","2,90,73,121.8","22,576.8","14,50,701.0","1,088.4","73,861.7","1,279.5","17,540.3","8,476.1","1,612.5","1,643.3"
11/30/17,"1,282.3","1,092.1","1,44,623.3",970.1,"1,637.4","1,271.3","83,181.1","8,491.1","1,282.3","4,992.2","4,809.1","1,73,46,326.6","4,709.7","42,202.0","2,91,27,995.2","22,654.3","14,14,057.6","1,092.1","75,639.3","1,282.3","18,038.0","8,491.1","1,637.4","1,682.4"
12/29/17,"1,261.3","1,067.2","1,42,487.9",941.5,"1,613.1","1,246.5","81,106.3","8,327.3","1,261.3","4,849.0","4,730.1","1,70,99,335.5","4,632.4","41,160.3","2,86,47,272.9","22,471.3","13,70,803.5","1,067.2","74,066.7","1,261.3","16,648.8","8,327.3","1,613.1","1,653.5"
1/31/18,"1,331.7","1,090.9","1,47,562.7",962.9,"1,654.4","1,278.2","84,741.3","8,560.8","1,331.7","5,018.9","4,994.1","1,78,16,013.5","4,891.1","42,483.1","3,02,42,286.0","23,571.5","14,20,270.6","1,090.9","75,425.5","1,331.7","16,246.6","8,560.8","1,654.4","1,673.1"
2/28/18,"1,331.5","1,078.9","1,43,632.4",953.8,"1,676.1","1,245.5","85,757.5","8,416.2","1,331.5","5,040.6","4,993.6","1,81,10,545.3","4,890.7","41,916.2","3,02,51,241.7","23,527.9","14,38,444.7","1,078.9","75,680.1","1,331.5","15,745.8","8,416.2","1,676.1","1,692.1"
3/30/18,"1,324.7","1,074.2","1,40,479.8",948.3,"1,713.9","1,255.7","86,188.7","8,374.1","1,324.7","5,155.3","4,967.9","1,82,27,154.4","4,865.5","41,426.1","3,01,71,633.9","23,354.0","14,20,211.7","1,074.2","75,762.6","1,324.7","15,704.0","8,374.1","1,713.9","1,707.5"
4/30/18,"1,334.7","1,087.9","1,43,804.7",947.8,"1,698.3","1,293.5","87,713.1","8,409.0","1,334.7","5,432.1","5,005.6","1,84,34,117.1","4,902.6","41,792.0","3,04,10,090.8","23,607.2","14,26,348.8","1,087.9","81,615.5","1,334.7","16,175.1","8,409.0","1,698.3","1,736.6"
5/31/18,"1,303.0","1,103.4","1,42,979.7",968.2,"1,677.2","1,299.4","88,017.0","8,303.6","1,303.0","5,784.2","4,886.7","1,82,95,000.1","4,786.2","41,649.3","2,96,84,275.3","23,226.4","14,03,524.9","1,103.4","81,306.5","1,303.0","16,375.6","8,303.6","1,677.2","1,732.2"
6/29/18,"1,281.6","1,097.4","1,41,048.6",964.4,"1,682.1","1,268.7","86,888.1","8,281.9","1,281.6","5,930.9","4,806.2","1,79,49,788.6","4,707.4","41,617.5","2,92,85,598.6","22,909.9","14,01,489.8","1,097.4","80,500.0","1,281.6","17,068.5","8,281.9","1,682.1","1,709.8"
7/31/18,"1,238.5","1,059.9","1,38,042.3",940.5,"1,626.5","1,231.9","85,122.9","8,316.9","1,238.5","5,904.3","4,644.9","1,78,44,905.5","4,549.3","41,220.7","2,86,10,042.2","22,162.6","13,90,875.6","1,059.9","77,750.2","1,238.5","16,580.0","8,316.9","1,626.5","1,673.3"
8/31/18,"1,201.3","1,040.5","1,33,344.5",932.7,"1,566.4","1,187.2","83,631.9","8,229.0","1,201.3","7,121.7","4,505.2","1,74,91,184.3","4,412.4","39,705.1","2,79,82,692.4","21,489.5","13,47,358.1","1,040.5","79,743.4","1,201.3","16,915.9","8,229.0","1,566.4","1,639.3"
9/28/18,"1,198.5","1,027.2","1,34,264.6",917.6,"1,562.8","1,159.9","86,545.2","8,214.0","1,198.5","7,577.3","4,495.0","1,78,19,382.1","4,402.1","39,074.3","2,79,35,597.9","21,473.6","13,41,595.6","1,027.2","81,076.8","1,198.5","17,691.2","8,214.0","1,562.8","1,663.3"
10/31/18,"1,215.4","1,058.4","1,37,025.2",934.2,"1,580.9","1,208.1","89,455.2","8,415.9","1,215.4","7,074.2","4,559.1","1,84,44,767.2","4,464.3","39,852.2","2,83,73,419.7","21,774.0","13,76,084.9","1,058.4","80,022.4","1,215.4","17,626.0","8,415.9","1,580.9","1,709.7"
11/30/18,"1,221.0","1,074.3","1,38,362.4",946.5,"1,612.1","1,222.3","87,727.1","8,472.4","1,221.0","6,548.4","4,580.5","1,78,95,537.0","4,484.7","40,250.9","2,84,81,947.6","21,869.6","13,76,623.8","1,074.3","81,198.3","1,221.0","17,199.5","8,472.4","1,612.1","1,684.8"
12/31/18,"1,247.9","1,097.4","1,40,438.3",986.1,"1,673.2","1,239.0","88,444.9","8,592.7","1,247.9","6,646.5","4,681.8","1,80,89,939.8","4,583.8","40,842.9","2,90,67,030.8","22,354.6","14,00,613.9","1,097.4","83,906.7","1,247.9","17,720.0","8,592.7","1,673.2","1,736.3"
1/31/19,"1,291.8","1,131.3","1,40,695.7","1,001.4","1,717.9","1,278.3","91,443.7","8,765.9","1,291.8","6,931.2","4,845.2","1,82,84,768.3","4,744.7","41,092.1","2,99,67,493.6","23,078.1","14,48,948.6","1,131.3","86,145.7","1,291.8","17,853.7","8,765.9","1,717.9","1,806.2"
2/28/19,"1,320.1","1,163.5","1,45,794.9","1,014.2","1,743.7","1,321.9","94,026.4","8,892.8","1,320.1","6,971.9","4,950.7","1,85,19,915.5","4,848.7","41,327.5","3,06,32,427.5","23,206.5","14,82,375.6","1,163.5","86,926.2","1,320.1","18,270.3","8,892.8","1,743.7","1,848.9"
3/29/19,"1,300.9","1,151.6","1,44,596.1",988.1,"1,739.1","1,301.4","90,427.5","8,731.3","1,300.9","7,126.3","4,878.8","1,84,78,725.3","4,778.4","41,265.6","3,01,82,284.7","22,606.9","14,72,014.6","1,151.6","84,824.6","1,300.9","18,718.4","8,731.3","1,739.1","1,837.0"
4/30/19,"1,286.4","1,145.1","1,43,560.6",986.8,"1,721.2","1,295.9","89,297.2","8,641.8","1,286.4","7,407.9","4,824.5","1,81,98,168.6","4,725.3","40,960.9","2,98,67,706.6","22,218.8","14,70,578.5","1,145.1","83,184.3","1,286.4","18,197.8","8,641.8","1,721.2","1,809.5"
5/31/19,"1,284.0","1,147.8","1,41,173.1","1,000.0","1,727.9","1,297.9","89,662.2","8,803.6","1,284.0","7,757.0","4,815.1","1,84,63,030.0","4,716.0","40,823.5","2,99,88,017.8","21,846.5","15,20,438.2","1,147.8","83,371.6","1,284.0","18,516.7","8,803.6","1,727.9","1,849.3"
6/28/19,"1,359.0","1,203.1","1,46,878.1","1,071.9","1,805.8","1,342.5","94,352.5","9,379.7","1,359.0","7,886.1","5,096.9","1,93,41,213.0","4,992.0","42,298.9","3,17,20,185.7","22,742.7","15,94,903.5","1,203.1","87,074.0","1,359.0","19,805.6","9,379.7","1,805.8","1,956.5"
7/31/19,"1,413.0","1,260.0","1,52,970.5","1,133.5","1,851.7","1,396.0","97,169.6","9,717.9","1,413.0","8,005.5","5,299.4","1,98,25,586.6","5,190.1","43,515.1","3,28,12,500.1","23,470.4","16,63,251.4","1,260.0","89,352.3","1,413.0","19,836.5","9,717.9","1,851.7","2,024.4"
8/30/19,"1,498.8","1,347.2","1,59,234.6","1,233.2","1,989.5","1,468.0","1,06,574.5","10,582.0","1,498.8","8,463.3","5,621.7","2,13,31,347.7","5,505.2","46,104.0","3,47,88,004.2","24,837.0","18,14,294.1","1,347.2","98,697.1","1,498.8","22,739.4","10,582.0","1,989.5","2,212.6"
9/30/19,"1,511.3","1,372.9","1,62,427.9","1,223.4","2,001.8","1,497.0","1,07,869.2","10,758.2","1,511.3","8,627.5","5,668.9","2,13,10,464.7","5,551.3","46,196.4","3,50,68,629.8","24,773.9","18,07,990.8","1,372.9","98,097.6","1,511.3","22,424.8","10,758.2","2,001.8","2,219.2"
10/31/19,"1,494.8","1,352.3","1,61,668.5","1,182.6","1,972.1","1,484.9","1,06,207.2","10,605.4","1,494.8","8,657.6","5,606.6","2,10,97,075.2","5,490.5","45,380.4","3,46,84,631.9","24,261.5","17,69,572.8","1,352.3","96,152.0","1,494.8","22,288.8","10,605.4","1,972.1","2,200.0"
11/29/19,"1,470.0","1,330.3","1,60,084.7","1,141.0","1,945.6","1,459.7","1,05,070.6","10,318.0","1,470.0","8,441.4","5,512.8","2,06,69,156.6","5,399.5","44,453.4","3,41,03,105.2","23,705.3","17,17,541.8","1,330.3","93,888.7","1,470.0","21,740.9","10,318.0","1,945.6","2,153.5"
12/31/19,"1,476.0","1,328.7","1,61,048.2","1,125.9","1,946.6","1,452.2","1,05,029.0","10,364.6","1,476.0","8,627.7","5,536.0","2,06,87,297.1","5,421.7","44,615.4","3,42,05,024.0","23,755.5","17,37,933.9","1,328.7","93,043.5","1,476.0","21,342.3","10,364.6","1,946.6","2,147.5"
1/31/20,"1,560.7","1,406.5","1,70,558.3","1,194.0","2,042.8","1,513.3","1,11,260.0","10,799.9","1,560.7","9,251.2","5,855.0","2,14,03,114.2","5,732.6","47,537.7","3,61,69,078.4","24,785.5","18,21,202.7","1,406.5","96,753.0","1,560.7","22,520.1","10,799.9","2,042.8","2,278.0"
2/28/20,"1,597.1","1,464.5","1,75,736.8","1,232.7","2,121.3","1,559.4","1,14,199.6","11,177.7","1,597.1","9,694.1","5,991.0","2,19,91,327.3","5,866.4","50,033.7","3,71,20,963.9","25,028.8","19,09,251.4","1,464.5","1,02,516.6","1,597.1","24,012.2","11,177.7","2,121.3","2,396.4"
3/31/20,"1,591.9","1,441.3","1,71,397.1","1,288.1","2,221.5","1,527.1","1,18,572.3","11,173.8","1,591.9","10,095.1","5,976.7","2,42,39,252.3","5,847.4","51,104.7","3,71,82,021.8","25,021.3","19,41,277.9","1,441.3","1,18,609.6","1,591.9","26,546.4","11,173.8","2,221.5","2,562.5"
4/30/20,"1,682.9","1,548.6","1,81,280.6","1,356.0","2,365.2","1,633.1","1,28,214.6","11,910.1","1,682.9","11,556.1","6,323.4","2,64,65,757.6","6,181.6","54,907.6","3,95,14,303.6","26,515.1","20,61,371.9","1,548.6","1,26,406.3","1,682.9","31,282.0","11,910.1","2,365.2","2,667.7"
5/29/20,"1,716.4","1,573.4","1,84,121.6","1,395.7","2,398.9","1,663.5","1,29,859.2","12,192.8","1,716.4","11,888.6","6,447.6","2,54,87,821.2","6,304.5","55,042.5","4,00,69,722.0","27,109.9","21,09,833.0","1,573.4","1,24,996.5","1,716.4","31,201.0","12,192.8","2,398.9","2,634.7"
