Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
7/31/06,633.7,499.5,"73,303.5",343.5,715.1,783.7,"29,447.3","5,063.4",633.7,982.8,"2,376.7","57,86,829.9","2,327.6","24,069.0","1,01,37,789.3","3,643.2","6,02,559.7",499.5,"17,052.3",633.7,"4,482.4","5,063.4",715.1,842.1
8/31/06,632.6,493.7,"73,282.7",333.9,707.9,778.9,"29,436.7","5,043.6",632.6,928.0,"2,372.5","57,51,598.3","2,323.5","23,785.7","1,01,27,953.9","3,633.1","6,07,987.1",493.7,"16,923.4",632.6,"4,389.5","5,043.6",707.9,828.7
9/29/06,598.2,470.1,"70,058.1",317.4,667.6,744.6,"27,583.2","4,745.7",598.2,886.4,"2,243.4","54,73,109.0","2,197.1","22,397.6","95,90,895.5","3,433.6","5,70,038.1",470.1,"16,007.6",598.2,"4,450.3","4,745.7",667.6,791.8
10/31/06,585.8,464.4,"69,511.8",312.3,661.0,738.4,"26,628.0","4,628.7",585.8,865.8,"2,196.4","53,74,841.7","2,151.5","21,853.8","94,08,536.2","3,360.5","5,58,507.2",464.4,"15,737.8",585.8,"4,475.8","4,628.7",661.0,777.2
11/30/06,627.8,487.1,"73,626.4",328.4,713.6,775.5,"28,147.2","4,936.6",627.8,915.2,"2,354.6","57,37,641.6","2,306.0","22,928.6","1,00,99,787.6","3,593.3","5,87,303.2",487.1,"16,695.1",627.8,"4,549.4","4,936.6",713.6,812.8
12/29/06,629.8,476.5,"73,663.3",320.7,725.5,760.5,"28,116.5","4,927.4",629.8,902.1,"2,361.9","57,25,087.1","2,313.1","22,481.4","1,01,18,408.0","3,600.3","5,82,313.9",476.5,"16,550.7",629.8,"4,435.2","4,927.4",725.5,801.4
1/31/07,631.2,485.9,"76,029.0",322.2,742.4,784.9,"27,961.2","4,915.5",631.2,899.4,"2,367.3","57,27,884.2","2,318.2","22,345.4","1,01,33,526.0","3,600.5","5,91,362.2",485.9,"16,724.0",631.2,"4,538.1","4,915.5",742.4,806.4
2/28/07,664.7,508.2,"80,088.8",339.5,778.4,823.8,"29,348.2","5,151.8",664.7,929.2,"2,493.1","60,27,945.0","2,441.3","22,589.8","1,06,31,069.5","3,788.3","6,22,956.4",508.2,"17,488.0",664.7,"4,771.2","5,151.8",778.4,849.3
3/30/07,654.9,494.5,"76,813.8",336.3,765.0,797.7,"28,785.0","5,067.6",654.9,922.3,"2,455.6","60,05,972.1","2,404.7","21,936.4","1,04,85,740.6","3,733.8","6,17,581.0",494.5,"17,095.6",654.9,"4,815.4","5,067.6",765.0,825.9
4/30/07,679.4,502.0,"80,766.2",341.2,769.5,822.4,"28,611.5","5,247.5",679.4,922.0,"2,548.0","61,77,502.0","2,494.9","23,696.2","1,08,95,179.0","3,865.7","6,32,311.1",502.0,"17,533.0",679.4,"4,825.1","5,247.5",769.5,820.1
5/31/07,666.9,493.4,"80,552.8",336.2,730.1,814.4,"27,238.3","5,118.7",666.9,890.3,"2,501.0","58,95,945.7","2,449.1","23,089.3","1,07,08,805.6","3,794.8","6,18,892.1",493.4,"17,219.7",666.9,"4,681.5","5,118.7",730.1,808.0
6/29/07,655.5,488.6,"80,400.9",330.0,698.0,808.4,"26,735.6","5,003.0",655.5,864.9,"2,458.4","58,88,820.6","2,407.5","22,668.0","1,05,63,111.7","3,733.7","6,08,392.9",488.6,"16,987.1",655.5,"4,691.6","5,003.0",698.0,778.2
7/31/07,665.3,484.8,"80,808.9",327.1,698.8,803.3,"26,890.0","5,039.7",665.3,851.5,"2,495.2","60,35,213.9","2,443.4","22,421.7","1,07,34,589.7","3,780.3","6,11,073.4",484.8,"16,985.9",665.3,"4,639.4","5,039.7",698.8,767.1
8/31/07,665.4,488.5,"77,673.8",330.9,704.2,800.2,"27,161.7","5,039.5",665.4,874.7,"2,495.8","62,35,382.7","2,443.9","22,749.3","1,07,87,003.2","3,763.5","6,21,903.9",488.5,"17,051.9",665.4,"4,807.8","5,039.5",704.2,803.7
9/28/07,712.7,512.3,"81,988.2",353.1,731.3,844.7,"28,735.7","5,360.6",712.7,897.8,"2,670.0","66,28,552.0","2,616.8","24,412.4","1,15,43,558.2","4,012.4","6,62,249.7",512.3,"18,027.7",712.7,"5,063.7","5,360.6",731.3,841.9
10/31/07,754.6,530.3,"87,434.0",369.0,736.2,886.1,"29,824.5","5,661.3",754.6,905.2,"2,822.7","68,66,299.8","2,770.9","25,775.8","1,21,36,690.4","4,182.7","6,90,258.0",530.3,"18,776.0",754.6,"5,102.9","5,661.3",736.2,839.3
11/30/07,806.3,549.4,"89,433.9",389.5,779.2,905.7,"31,812.3","5,982.8",806.3,960.3,"3,007.0","74,71,028.8","2,958.8","27,318.6","1,29,50,947.4","4,444.4","7,40,207.8",549.4,"19,727.9",806.3,"5,414.1","5,982.8",779.2,900.7
12/31/07,803.2,551.5,"90,202.0",397.3,806.8,915.1,"31,693.9","5,924.8",803.2,947.4,"3,009.8","75,03,725.7","2,950.0","27,075.5","1,28,84,709.2","4,443.5","7,47,254.5",551.5,"19,735.2",803.2,"5,477.8","5,924.8",806.8,920.8
1/31/08,889.6,604.4,"95,794.6",451.6,900.1,978.8,"35,020.6","6,440.7",889.6,"1,045.4","3,336.3","83,64,140.3","3,267.2","29,517.2","1,42,20,660.9","4,901.8","8,38,670.2",604.4,"21,776.3",889.6,"6,235.9","6,440.7",900.1,"1,009.1"
2/29/08,922.3,625.3,"98,777.6",469.6,921.7,"1,005.3","36,671.0","6,608.3",922.3,"1,103.4","3,458.1","84,66,224.9","3,387.0","30,026.1","1,47,15,129.1","5,080.1","8,70,639.6",625.3,"22,595.1",922.3,"7,066.0","6,608.3",921.7,"1,010.1"
3/31/08,968.4,623.6,"97,649.1",483.4,968.9,980.1,"39,065.6","6,851.6",968.4,"1,207.2","3,630.4","88,77,338.6","3,556.2","30,466.1","1,54,13,403.9","5,297.8","9,49,655.9",623.6,"22,965.9",968.4,"7,724.5","6,851.6",968.9,"1,047.6"
4/30/08,909.7,577.4,"93,376.2",459.1,923.2,922.1,"36,432.1","6,367.0",909.7,"1,182.9","3,411.9","83,71,586.0","3,341.1","28,734.7","1,46,60,825.1","4,930.6","8,97,602.0",577.4,"21,396.6",909.7,"7,067.1","6,367.0",923.2,977.8
5/30/08,888.7,571.5,"92,723.3",452.4,887.8,928.5,"37,481.1","6,197.4",888.7,"1,107.3","3,333.0","82,41,676.6","3,264.0","28,534.9","1,43,72,816.9","4,760.9","9,21,049.2",571.5,"21,085.1",888.7,"6,767.3","6,197.4",887.8,936.3
6/30/08,889.5,571.7,"95,091.6",452.4,903.8,922.6,"38,110.9","6,135.8",889.5,"1,098.5","3,335.7","82,58,650.3","3,267.1","29,538.9","1,46,98,339.4","4,756.1","9,16,850.8",571.7,"21,028.8",889.5,"7,063.1","6,135.8",903.8,935.3
7/31/08,939.8,596.3,"1,00,389.2",472.7,951.9,965.7,"40,263.1","6,424.8",939.8,"1,138.3","3,523.3","86,06,923.7","3,451.8","31,475.7","1,57,93,856.3","5,000.9","9,56,846.9",596.3,"21,948.4",939.8,"7,156.6","6,424.8",951.9,976.6
8/29/08,839.0,560.1,"91,701.5",444.1,883.9,907.9,"36,050.1","5,748.9",839.0,989.4,"3,146.6","76,74,150.3","3,081.8","28,390.4","1,39,39,212.4","4,476.0","8,76,431.4",560.1,"20,306.2",839.0,"6,424.1","5,748.9",883.9,950.2
9/30/08,829.9,577.9,"88,483.0",461.1,877.9,920.3,"37,866.6","5,674.6",829.9,"1,031.2","3,114.6","77,56,727.7","3,048.4","28,432.4","1,37,82,913.1","4,514.8","9,43,438.4",577.9,"21,017.5",829.9,"6,683.7","5,674.6",877.9,"1,014.2"
10/31/08,806.6,606.5,"80,861.1",476.8,949.0,921.0,"39,183.3","5,513.9",806.6,"1,186.1","3,031.8","80,09,836.1","2,962.9","27,770.7","1,34,56,386.0","4,473.0","10,64,399.1",606.5,"21,336.7",806.6,"7,823.3","5,513.9",949.0,"1,177.2"
11/28/08,760.9,597.3,"73,679.3",496.5,927.7,906.2,"37,325.9","5,196.1",760.9,"1,215.0","2,854.8","88,16,348.2","2,794.8","26,701.8","1,28,90,352.0","4,210.6","10,67,872.6",597.3,"20,793.8",760.9,"7,700.4","5,196.1",927.7,"1,158.1"
12/31/08,816.1,607.5,"74,491.7",548.1,"1,009.5",937.2,"39,753.9","5,597.0",816.1,"1,264.6","3,061.9","91,89,856.5","2,997.6","28,615.3","1,39,03,703.8","4,507.4","11,19,923.3",607.5,"22,890.8",816.1,"8,147.3","5,597.0","1,009.5","1,218.8"
1/30/09,858.7,649.2,"77,479.1",595.0,"1,052.6",968.8,"41,983.4","5,869.9",858.7,"1,379.3","3,221.1","95,53,535.7","3,154.1","29,982.8","1,50,07,209.3","4,750.3","11,66,584.1",649.2,"27,413.6",858.7,"8,530.2","5,869.9","1,052.6","1,275.1"
2/27/09,943.2,737.5,"87,623.5",654.8,"1,175.4","1,098.8","46,533.0","6,448.2",943.2,"1,569.3","3,537.6","1,11,55,446.3","3,464.2","33,334.0","1,64,88,761.2","5,256.0","13,59,658.4",737.5,"33,777.2",943.2,"9,419.8","6,448.2","1,175.4","1,452.2"
3/31/09,924.3,708.7,"90,427.6",652.2,"1,168.6","1,068.1","47,388.4","6,318.8",924.3,"1,581.8","3,466.4","1,09,30,224.6","3,394.9","33,054.8","1,62,29,642.3","5,212.3","13,42,876.4",708.7,"31,982.7",924.3,"9,198.4","6,318.8","1,168.6","1,388.4"
4/30/09,890.2,675.0,"87,906.2",605.1,"1,090.6","1,022.3","44,625.9","6,081.4",890.2,"1,433.7","3,338.5","97,99,733.4","3,269.8","31,536.5","1,58,25,494.1","5,015.2","11,90,281.9",675.0,"29,845.3",890.2,"7,985.9","6,081.4","1,090.6","1,246.4"
5/29/09,928.6,679.9,"89,641.7",602.0,"1,069.3","1,027.3","45,105.7","6,337.6",928.6,"1,445.4","3,482.6","96,22,793.3","3,410.6","32,150.1","1,65,10,584.3","5,221.9","11,67,643.9",679.9,"29,644.6",928.6,"7,788.0","6,337.6","1,069.3","1,212.8"
6/30/09,945.7,674.9,"91,431.1",577.9,"1,064.8","1,022.6","45,177.4","6,462.5",945.7,"1,462.6","3,546.5","96,27,329.0","3,472.7","32,273.1","1,68,21,087.1","5,297.7","11,93,409.5",674.9,"29,387.4",945.7,"7,605.3","6,462.5","1,064.8","1,178.8"
7/31/09,934.2,663.4,"88,228.2",570.8,"1,048.7","1,008.3","45,262.5","6,382.5",934.2,"1,417.6","3,503.6","94,32,647.2","3,431.3","31,810.3","1,66,35,531.9","5,208.7","11,78,748.7",663.4,"29,451.7",934.2,"7,429.5","6,382.5","1,048.7","1,161.0"
8/31/09,949.4,665.7,"90,202.4",574.1,"1,031.9","1,014.7","45,883.5","6,486.6",949.4,"1,412.8","3,560.4","94,56,104.8","3,487.0","32,298.0","1,69,11,971.2","5,259.2","11,76,416.2",665.7,"30,061.2",949.4,"7,550.8","6,486.6","1,031.9","1,137.1"
9/30/09,996.6,684.2,"91,091.0",610.4,"1,077.9","1,036.4","48,224.3","6,805.0",996.6,"1,484.9","3,737.4","98,14,100.7","3,660.5","33,694.9","1,77,69,943.4","5,495.3","12,10,715.8",684.2,"30,625.9",996.6,"7,488.5","6,805.0","1,077.9","1,156.4"
10/30/09,"1,043.2",703.7,"94,210.7",644.1,"1,099.2","1,065.5","48,744.7","7,121.7","1,043.2","1,535.6","3,912.1","98,85,817.2","3,831.5","34,858.1","1,86,19,423.4","5,710.7","12,25,598.0",703.7,"30,700.4","1,043.2","7,804.2","7,121.7","1,099.2","1,150.7"
11/30/09,"1,127.0",755.4,"1,00,423.0",679.1,"1,192.3","1,140.9","52,490.1","7,694.8","1,127.0","1,682.5","4,226.6","1,06,48,178.3","4,139.7","37,509.2","2,02,42,736.1","6,153.8","13,10,720.6",755.4,"32,622.0","1,127.0","8,456.1","7,694.8","1,192.3","1,225.3"
12/31/09,"1,134.7",775.9,"1,01,683.3",697.7,"1,196.9","1,166.8","52,883.4","7,747.5","1,134.7","1,709.3","4,256.0","1,07,23,189.1","4,167.8","37,677.7","2,09,65,099.9","6,222.5","13,22,122.3",775.9,"34,148.0","1,134.7","8,491.7","7,747.5","1,196.9","1,254.9"
1/29/10,"1,118.0",783.4,"1,01,911.8",691.8,"1,165.5","1,155.9","51,342.6","7,632.4","1,118.0","1,647.1","4,192.6","1,03,61,100.6","4,105.7","36,931.1","2,06,53,021.9","6,089.2","12,72,873.4",783.4,"33,378.3","1,118.0","8,335.6","7,632.4","1,165.5","1,223.5"
2/26/10,"1,095.4",800.8,"98,769.6",701.6,"1,157.9","1,174.8","50,761.8","7,480.8","1,095.4","1,664.1","4,107.9","1,02,25,656.4","4,023.2","36,309.4","2,05,47,337.6","6,007.2","12,66,870.2",800.8,"33,021.0","1,095.4","8,408.9","7,480.8","1,157.9","1,236.3"
3/31/10,"1,113.3",820.4,"1,01,031.4",739.6,"1,138.9","1,187.5","50,672.4","7,600.0","1,113.3","1,708.0","4,175.2","1,02,02,868.2","4,089.2","36,207.1","2,12,49,108.3","6,109.6","12,66,120.7",820.4,"32,916.7","1,113.3","8,252.6","7,600.0","1,138.9","1,220.3"
4/30/10,"1,148.7",856.3,"1,07,361.5",748.8,"1,153.8","1,227.5","51,111.1","7,840.8","1,148.7","1,710.9","4,307.9","1,03,68,826.2","4,219.1","37,081.6","2,18,31,038.2","6,351.8","12,80,595.3",856.3,"33,517.9","1,148.7","8,450.5","7,840.8","1,153.8","1,239.2"
5/31/10,"1,205.4",963.4,"1,10,720.0",824.4,"1,256.8","1,365.2","55,372.2","8,230.7","1,205.4","1,873.8","4,520.6","1,10,57,934.8","4,427.5","39,039.9","2,29,01,519.9","6,777.9","14,07,594.0",963.4,"36,853.4","1,205.4","9,244.1","8,230.7","1,256.8","1,390.6"
6/30/10,"1,232.9","1,009.2","1,11,943.7",835.3,"1,280.8","1,387.6","57,418.5","8,406.8","1,232.9","1,946.0","4,623.8","1,12,65,492.5","4,528.4","40,031.7","2,34,14,787.2","7,000.4","14,96,796.6","1,009.2","38,543.5","1,232.9","9,426.1","8,406.8","1,280.8","1,446.0"
7/30/10,"1,193.0",932.8,"1,04,379.0",780.0,"1,245.2","1,256.6","55,867.6","8,084.3","1,193.0","1,836.1","4,473.8","1,07,86,543.0","4,381.7","38,559.6","2,27,71,514.9","6,797.8","14,37,668.6",932.8,"36,521.6","1,193.0","8,994.6","8,084.3","1,245.2","1,362.4"
8/31/10,"1,215.8",942.3,"1,03,810.9",776.6,"1,265.6","1,263.8","56,639.7","8,252.0","1,215.8","1,836.1","4,559.6","1,09,07,484.4","4,465.6","38,622.0","2,34,18,798.4","6,921.6","14,34,236.0",942.3,"36,936.2","1,215.8","8,867.9","8,252.0","1,265.6","1,351.5"
9/30/10,"1,271.0",970.9,"1,07,253.8",815.9,"1,312.9","1,271.7","58,462.6","8,569.5","1,271.0","1,895.8","4,766.4","1,14,14,620.6","4,668.2","39,170.3","2,47,68,711.0","7,248.7","14,77,650.8",970.9,"39,136.4","1,271.0","9,047.1","8,569.5","1,312.9","1,353.9"
10/29/10,"1,342.0",965.5,"1,09,704.5",846.0,"1,365.9","1,299.8","59,610.4","8,948.8","1,342.0","1,911.6","5,032.8","1,19,81,822.0","4,929.1","40,208.7","2,61,57,983.3","7,685.4","15,06,024.6",965.5,"40,675.0","1,342.0","9,270.8","8,948.8","1,365.9","1,367.1"
11/30/10,"1,369.9","1,004.5","1,13,103.5",858.4,"1,387.1","1,348.5","61,638.0","9,113.9","1,369.9","1,979.7","5,137.2","1,22,48,407.2","5,031.4","40,923.4","2,67,04,782.4","7,886.2","15,45,124.9","1,004.5","42,496.0","1,369.9","9,559.3","9,113.9","1,387.1","1,385.8"
12/31/10,"1,390.6","1,052.1","1,16,070.0",891.0,"1,402.7","1,350.7","62,781.7","9,250.3","1,390.6","2,113.0","5,215.0","1,25,44,967.3","5,107.4","41,853.4","2,71,11,749.1","8,058.5","15,93,128.1","1,052.1","42,948.4","1,390.6","9,513.9","9,250.3","1,402.7","1,403.7"
1/31/11,"1,356.4","1,015.2","1,12,173.4",858.9,"1,348.2","1,299.7","61,660.9","8,951.2","1,356.4","2,123.0","5,086.7","1,22,57,457.2","4,982.0","41,485.8","2,64,46,267.7","7,887.6","15,17,939.4","1,015.2","40,857.3","1,356.4","9,410.9","8,951.2","1,348.2","1,363.6"
2/28/11,"1,372.7","1,005.5","1,13,389.1",851.0,"1,355.1","1,304.9","62,371.6","9,040.3","1,372.7","2,181.2","5,148.2","1,22,39,971.5","5,042.0","42,157.0","2,79,17,812.5","8,073.9","15,36,328.1","1,005.5","40,154.7","1,372.7","9,858.9","9,040.3","1,355.1","1,361.2"
3/31/11,"1,424.0","1,015.8","1,16,298.2",881.2,"1,390.9","1,308.0","64,040.4","9,350.2","1,424.0","2,246.7","5,340.4","1,24,74,154.5","5,230.3","43,238.1","2,97,15,154.4","8,442.4","15,96,019.0","1,015.8","40,459.6","1,424.0","9,824.5","9,350.2","1,390.9","1,408.7"
4/29/11,"1,473.8","1,021.6","1,22,928.5",901.6,"1,413.6","1,326.7","65,436.9","9,627.6","1,473.8","2,243.5","5,527.0","1,27,54,388.2","5,413.1","44,344.0","3,07,38,814.8","8,781.1","16,00,455.0","1,021.6","41,408.0","1,473.8","9,923.0","9,627.6","1,413.6","1,396.2"
5/31/11,"1,510.4","1,055.9","1,22,548.9",926.0,"1,464.0","1,320.6","67,905.2","9,812.3","1,510.4","2,383.1","5,664.5","1,29,29,234.3","5,547.8","45,672.3","3,11,83,536.6","8,982.2","16,38,291.4","1,055.9","42,224.3","1,510.4","10,384.6","9,812.3","1,464.0","1,417.1"
6/30/11,"1,528.7","1,061.8","1,22,964.1",942.8,"1,493.5","1,284.2","68,549.9","9,898.0","1,528.7","2,448.5","5,732.7","1,30,93,958.9","5,614.7","46,659.2","3,14,90,268.1","9,095.9","16,52,239.1","1,061.8","42,764.8","1,528.7","10,378.7","9,898.0","1,493.5","1,440.5"
7/29/11,"1,572.8","1,101.8","1,24,721.8",974.1,"1,503.5","1,293.7","69,851.1","10,156.9","1,572.8","2,606.3","5,898.3","1,34,15,737.6","5,776.8","47,340.3","3,23,78,018.0","9,371.3","16,64,602.1","1,101.8","43,895.4","1,572.8","10,682.2","10,156.9","1,503.5","1,459.8"
8/31/11,"1,755.8","1,226.5","1,35,129.2","1,074.0","1,725.6","1,370.1","79,635.9","11,245.3","1,755.8","3,084.4","6,584.6","1,49,73,092.1","6,449.0","52,455.8","3,64,44,244.1","10,468.2","18,86,896.7","1,226.5","50,635.1","1,755.8","12,448.6","11,245.3","1,725.6","1,673.3"
9/30/11,"1,771.9","1,287.2","1,36,099.1","1,122.3","1,774.0","1,543.9","84,349.6","11,321.4","1,771.9","3,184.4","6,645.3","1,54,48,288.2","6,508.0","53,873.9","3,69,02,805.6","10,566.4","19,82,075.2","1,287.2","54,386.4","1,771.9","13,366.3","11,321.4","1,774.0","1,730.8"
10/31/11,"1,665.2","1,213.7","1,27,618.6","1,056.6","1,699.8","1,492.3","82,053.6","10,612.1","1,665.2","3,043.5","6,245.2","1,47,62,359.4","6,116.3","51,413.7","3,48,18,184.8","9,939.0","19,16,901.2","1,213.7","51,992.8","1,665.2","13,249.9","10,612.1","1,699.8","1,641.1"
11/30/11,"1,739.0","1,282.8","1,34,783.8","1,100.3","1,782.3","1,579.3","88,268.3","11,053.6","1,739.0","3,152.3","6,521.8","1,56,50,083.4","6,387.2","53,828.1","3,65,32,011.4","10,405.7","19,71,918.2","1,282.8","53,631.4","1,739.0","14,170.8","11,053.6","1,782.3","1,721.7"
12/30/11,"1,652.3","1,253.3","1,28,595.4","1,060.0","1,691.9","1,540.0","86,615.9","10,498.7","1,652.3","3,086.2","6,196.7","1,49,57,592.5","6,069.0","51,420.6","3,47,16,730.6","9,944.2","18,94,733.8","1,253.3","52,123.0","1,652.3","13,544.4","10,498.7","1,691.9","1,633.3"
1/31/12,"1,656.1","1,284.8","1,27,450.9","1,067.7","1,678.5","1,554.9","84,587.2","10,465.7","1,656.1","3,045.8","6,210.9","1,49,95,683.4","6,083.0","52,263.7","3,47,33,086.8","9,998.3","18,92,571.3","1,284.8","51,822.6","1,656.1","13,273.7","10,465.7","1,678.5","1,591.1"
2/29/12,"1,742.6","1,316.7","1,36,849.9","1,102.8","1,736.8","1,589.4","85,728.0","10,978.4","1,742.6","3,063.5","6,535.4","1,56,80,733.8","6,400.6","53,517.5","3,63,91,881.2","10,516.0","19,56,851.1","1,316.7","51,871.7","1,742.6","13,313.9","10,978.4","1,736.8","1,623.3"
3/30/12,"1,673.8","1,267.4","1,37,951.4","1,057.9","1,663.5","1,528.3","84,334.4","10,567.3","1,673.8","2,998.4","6,277.3","1,53,03,249.3","6,147.7","51,410.6","3,48,89,934.8","10,100.8","18,85,579.4","1,267.4","49,145.1","1,673.8","12,735.1","10,567.3","1,663.5","1,590.3"
4/30/12,"1,650.1","1,253.1","1,34,021.5","1,030.4","1,637.3","1,506.4","85,476.4","10,405.6","1,650.1","2,947.7","6,188.2","1,51,25,049.7","6,060.7","50,949.4","3,43,84,555.3","9,969.9","18,73,983.7","1,253.1","48,609.1","1,650.1","12,919.4","10,405.6","1,637.3","1,593.7"
5/31/12,"1,585.5","1,240.1","1,26,321.1",996.9,"1,602.6","1,489.7","86,363.4","10,030.1","1,585.5","2,872.4","5,946.1","1,46,76,977.2","5,823.6","49,670.0","3,30,67,124.1","9,577.6","18,35,437.7","1,240.1","49,084.2","1,585.5","12,954.2","10,030.1","1,602.6","1,590.7"
6/29/12,"1,596.7","1,273.2","1,26,781.6","1,025.4","1,639.8","1,529.0","89,590.7","10,160.4","1,596.7","2,905.5","5,988.2","1,50,24,694.7","5,864.7","50,546.2","3,34,38,401.3","9,656.6","18,56,480.6","1,273.2","52,332.9","1,596.7","13,377.7","10,160.4","1,639.8","1,595.2"
7/31/12,"1,593.9","1,297.3","1,25,880.4","1,022.5","1,616.7","1,558.0","88,374.5","10,154.9","1,593.9","2,887.8","5,977.5","1,50,37,225.5","5,854.4","50,420.8","3,32,66,822.7","9,664.6","18,20,715.9","1,297.3","51,792.0","1,593.9","13,148.5","10,154.9","1,616.7","1,548.1"
8/31/12,"1,626.0","1,311.2","1,27,942.0","1,034.4","1,613.7","1,574.8","90,330.0","10,341.1","1,626.0","2,921.8","6,098.0","1,54,33,500.3","5,972.4","51,117.1","3,39,20,714.6","9,890.7","18,40,410.5","1,311.2","51,959.4","1,626.0","13,436.0","10,341.1","1,613.7","1,552.2"
9/28/12,"1,744.5","1,355.4","1,36,313.5","1,082.3","1,707.5","1,638.8","95,072.2","11,026.7","1,744.5","3,141.4","6,542.0","1,66,66,137.0","6,407.4","54,049.9","3,63,92,873.9","10,630.6","19,60,038.9","1,355.4","54,748.1","1,744.5","14,413.3","11,026.7","1,707.5","1,678.1"
10/31/12,"1,747.0","1,346.5","1,37,980.2","1,086.5","1,723.0","1,628.9","92,757.8","10,944.6","1,747.0","3,148.1","6,551.5","1,67,59,353.1","6,416.8","53,606.6","3,64,43,021.6","10,657.6","19,32,525.7","1,346.5","54,367.1","1,747.0","15,112.3","10,944.6","1,723.0","1,696.9"
11/30/12,"1,721.1","1,341.5","1,39,473.2","1,078.4","1,716.5","1,616.6","94,419.6","10,728.8","1,721.1","3,086.7","6,454.7","1,65,53,352.4","6,321.7","52,852.9","3,58,88,867.5","10,506.2","18,71,148.9","1,341.5","53,999.0","1,721.1","15,159.5","10,728.8","1,716.5","1,654.6"
12/31/12,"1,688.5","1,288.6","1,40,861.6","1,046.2","1,670.1","1,557.8","92,222.1","10,526.6","1,688.5","3,015.5","6,332.4","1,62,64,067.7","6,202.0","51,736.8","3,51,99,084.6","10,391.0","18,17,939.6","1,288.6","51,900.1","1,688.5","14,567.7","10,526.6","1,670.1","1,610.7"
1/31/13,"1,671.0","1,256.4","1,48,809.4","1,047.2","1,658.2","1,543.8","90,658.5","10,396.0","1,671.0","2,958.7","6,266.5","1,61,41,038.9","6,137.5","50,205.9","3,48,27,181.8","10,982.7","17,82,100.5","1,256.4","50,503.8","1,671.0","14,716.2","10,396.0","1,658.2","1,591.5"
2/28/13,"1,627.6","1,219.1","1,51,503.9","1,051.5","1,643.5","1,499.0","87,618.3","10,144.7","1,627.6","2,892.3","6,103.9","1,57,57,259.4","5,978.2","48,534.9","3,39,48,329.4","10,944.2","17,68,489.0","1,219.1","49,168.4","1,627.6","14,451.8","10,144.7","1,643.5","1,578.7"
3/29/13,"1,592.9","1,229.2","1,50,967.2","1,056.5","1,632.0","1,507.4","86,693.1","9,901.2","1,592.9","2,880.7","5,973.6","1,54,63,845.0","5,850.6","47,023.1","3,33,62,991.3","10,793.2","17,56,128.9","1,229.2","49,084.0","1,592.9","14,642.6","9,901.2","1,632.0","1,540.1"
4/30/13,"1,485.1","1,139.6","1,45,425.8",969.7,"1,512.9","1,390.4","80,775.6","9,186.8","1,485.1","2,666.9","5,569.4","1,44,38,507.7","5,454.6","43,189.3","3,10,49,874.4","10,220.5","16,65,768.9","1,139.6","46,515.4","1,485.1","13,507.0","9,186.8","1,512.9","1,430.4"
5/31/13,"1,413.5","1,089.0","1,42,696.2",924.7,"1,442.3","1,351.4","77,722.1","8,680.2","1,413.5","2,583.3","5,300.9","1,37,89,433.5","5,191.8","42,062.9","2,96,37,118.6","9,847.5","15,71,640.3","1,089.0","44,316.3","1,413.5","13,233.3","8,680.2","1,442.3","1,427.8"
6/28/13,"1,342.4","1,018.0","1,30,637.7",867.1,"1,384.8","1,254.2","78,302.7","8,234.3","1,342.4","2,549.8","5,034.2","1,32,47,989.9","4,930.4","41,357.9","2,82,32,841.1","9,393.6","15,23,374.1","1,018.0","43,425.6","1,342.4","13,429.4","8,234.3","1,384.8","1,422.2"
7/31/13,"1,286.7",983.6,"1,28,239.8",848.0,"1,339.0","1,216.4","76,948.9","7,893.0","1,286.7","2,487.1","4,825.6","1,29,63,065.4","4,726.2","40,054.5","2,73,04,144.4","9,017.6","14,48,653.5",983.6,"42,157.5","1,286.7","12,756.6","7,893.0","1,339.0","1,405.1"
8/30/13,"1,347.1","1,011.9","1,31,668.3",868.7,"1,401.7","1,247.5","84,743.9","8,246.6","1,347.1","2,642.8","5,052.1","1,41,78,540.5","4,947.9","42,569.2","2,84,50,253.8","9,413.7","15,03,917.7","1,011.9","44,488.6","1,347.1","13,555.4","8,246.6","1,401.7","1,491.0"
9/30/13,"1,348.8","1,010.6","1,33,839.9",850.5,"1,396.6","1,246.5","86,135.0","8,255.1","1,348.8","2,720.9","5,058.6","1,52,64,893.1","4,954.1","42,767.9","2,84,98,611.7","9,312.2","14,63,306.6","1,010.6","43,947.5","1,348.8","13,460.9","8,255.1","1,396.6","1,452.9"
10/31/13,"1,316.2",964.6,"1,28,684.6",817.8,"1,363.9","1,188.0","81,132.9","8,033.8","1,316.2","2,611.3","4,936.1","1,49,30,686.6","4,834.4","41,071.4","2,77,84,010.5","9,068.5","14,03,608.0",964.6,"42,186.5","1,316.2","13,036.3","8,033.8","1,363.9","1,383.2"
11/29/13,"1,275.8",945.9,"1,27,758.3",792.4,"1,338.1","1,165.0","79,891.0","7,773.9","1,275.8","2,583.5","4,784.8","1,48,07,842.4","4,686.1","40,371.8","2,69,23,088.7","8,787.6","13,55,882.7",945.9,"41,780.7","1,275.8","13,028.6","7,773.9","1,338.1","1,369.3"
